"Method","DupRate","LossRate","InputType","Replicate","Error"
"DupTree","5",1,"Input: Est. (100bp)",3,0.0809260832029395
"A-Pro","5",1,"Input: Est. (100bp)",3,0.0400986444111913
"MulRF","0",0,"Input: Est. (500bp)",3,0.143796757441014
"DupTree","0",0,"Input: Est. (500bp)",3,0.0897810889407992
"A-Pro","0",0,"Input: Est. (500bp)",3,0.0329805864021182
"MulRF","0.2",0,"Input: Est. (500bp)",3,0.125754990056157
"DupTree","0.2",0,"Input: Est. (500bp)",3,0.0772521150880493
"A-Pro","0.2",0,"Input: Est. (500bp)",3,0.0582395913545042
"MulRF","1",0,"Input: Est. (500bp)",3,0.124232393223792
"DupTree","1",0,"Input: Est. (500bp)",3,0.0817385587492026
"A-Pro","1",0,"Input: Est. (500bp)",3,0.0437687695864588
"MulRF","2",0,"Input: Est. (500bp)",3,0.16900415180251
"DupTree","2",0,"Input: Est. (500bp)",3,0.0660424675326794
"A-Pro","2",0,"Input: Est. (500bp)",3,0.0328075039666146
"MulRF","5",0,"Input: Est. (500bp)",3,0.126363793071359
"DupTree","5",0,"Input: Est. (500bp)",3,0.0794584090122953
"A-Pro","5",0,"Input: Est. (500bp)",3,0.0225751619692892
"MulRF","0",0.1,"Input: Est. (500bp)",3,0.149013757221401
"DupTree","0",0.1,"Input: Est. (500bp)",3,0.0686199197312817
"A-Pro","0",0.1,"Input: Est. (500bp)",3,0.0393020265270025
"MulRF","0.2",0.1,"Input: Est. (500bp)",3,0.107955665867776
"DupTree","0.2",0.1,"Input: Est. (500bp)",3,0.0746864246786572
"A-Pro","0.2",0.1,"Input: Est. (500bp)",3,0.0510066288523376
"MulRF","1",0.1,"Input: Est. (500bp)",3,0.146709786877036
"DupTree","1",0.1,"Input: Est. (500bp)",3,0.07450423251139
"A-Pro","1",0.1,"Input: Est. (500bp)",3,0.0220986056700349
"MulRF","2",0.1,"Input: Est. (500bp)",3,0.16931742105633
"DupTree","2",0.1,"Input: Est. (500bp)",3,0.0601144882733934
"A-Pro","2",0.1,"Input: Est. (500bp)",3,0.0524909559916705
"MulRF","5",0.1,"Input: Est. (500bp)",3,0.111766728684306
"DupTree","5",0.1,"Input: Est. (500bp)",3,0.0567757450276986
"A-Pro","5",0.1,"Input: Est. (500bp)",3,0.0590983380470425
"MulRF","0",0.5,"Input: Est. (500bp)",3,0.141905808132142
"DupTree","0",0.5,"Input: Est. (500bp)",3,0.0631223529228009
"A-Pro","0",0.5,"Input: Est. (500bp)",3,0.0592225349135697
"MulRF","0.2",0.5,"Input: Est. (500bp)",3,0.104655343703926
"DupTree","0.2",0.5,"Input: Est. (500bp)",3,0.0667667212779634
"A-Pro","0.2",0.5,"Input: Est. (500bp)",3,0.0234717177785933
"MulRF","1",0.5,"Input: Est. (500bp)",3,0.164946193285286
"DupTree","1",0.5,"Input: Est. (500bp)",3,0.0929005698533729
"A-Pro","1",0.5,"Input: Est. (500bp)",3,0.0491143720038235
"MulRF","2",0.5,"Input: Est. (500bp)",3,0.109979367088526
"DupTree","2",0.5,"Input: Est. (500bp)",3,0.0675162315601483
"A-Pro","2",0.5,"Input: Est. (500bp)",3,0.0254934869334102
"MulRF","5",0.5,"Input: Est. (500bp)",3,0.137121330145746
"DupTree","5",0.5,"Input: Est. (500bp)",3,0.098985769902356
"A-Pro","5",0.5,"Input: Est. (500bp)",3,0.0506681244354695
"MulRF","0",1,"Input: Est. (500bp)",3,0.12166224155575
"DupTree","0",1,"Input: Est. (500bp)",3,0.0585230408934876
"A-Pro","0",1,"Input: Est. (500bp)",3,0.0309338690247387
"MulRF","0.2",1,"Input: Est. (500bp)",3,0.122628191970289
"DupTree","0.2",1,"Input: Est. (500bp)",3,0.0953955803066492
"A-Pro","0.2",1,"Input: Est. (500bp)",3,0.0337798387929797
"MulRF","1",1,"Input: Est. (500bp)",3,0.165762405693531
"DupTree","1",1,"Input: Est. (500bp)",3,0.0583281439379789
"A-Pro","1",1,"Input: Est. (500bp)",3,0.0255050818342716
"MulRF","2",1,"Input: Est. (500bp)",3,0.152990840524435
"DupTree","2",1,"Input: Est. (500bp)",3,0.0806520720943809
"A-Pro","2",1,"Input: Est. (500bp)",3,0.0230896502733231
"MulRF","5",1,"Input: Est. (500bp)",3,0.100037227924913
"DupTree","5",1,"Input: Est. (500bp)",3,0.0992489301832393
"A-Pro","5",1,"Input: Est. (500bp)",3,0.039953282577917
"MulRF","0",0,"Input: true",3,0.117213319055736
"DupTree","0",0,"Input: true",3,0.0928845642949455
"A-Pro","0",0,"Input: true",3,0.0535557870753109
"MulRF","0.2",0,"Input: true",3,0.155019414853305
"DupTree","0.2",0,"Input: true",3,0.0602865762892179
"A-Pro","0.2",0,"Input: true",3,0.0449275957047939
"MulRF","1",0,"Input: true",3,0.110216455031186
"DupTree","1",0,"Input: true",3,0.0839953502058052
"A-Pro","1",0,"Input: true",3,0.0214556294027716
"MulRF","2",0,"Input: true",3,0.166752078235149
"DupTree","2",0,"Input: true",3,0.0859251558897086
"A-Pro","2",0,"Input: true",3,0.0360587710049003
"MulRF","5",0,"Input: true",3,0.13678281545639
"DupTree","5",0,"Input: true",3,0.0952478145249188
"A-Pro","5",0,"Input: true",3,0.0237104398943484
"MulRF","0",0.1,"Input: true",3,0.179435521289706
"DupTree","0",0.1,"Input: true",3,0.0590461062267423
"A-Pro","0",0.1,"Input: true",3,0.0408662109076977
"MulRF","0.2",0.1,"Input: true",3,0.154905995745212
"DupTree","0.2",0.1,"Input: true",3,0.09796311869286
"A-Pro","0.2",0.1,"Input: true",3,0.034370390381664
"MulRF","1",0.1,"Input: true",3,0.129315315596759
"DupTree","1",0.1,"Input: true",3,0.0785464282496832
"A-Pro","1",0.1,"Input: true",3,0.0295540386810899
"MulRF","2",0.1,"Input: true",3,0.129236341565847
"DupTree","2",0.1,"Input: true",3,0.0670132036902942
"A-Pro","2",0.1,"Input: true",3,0.047406595395878
"MulRF","5",0.1,"Input: true",3,0.140315896961838
"DupTree","5",0.1,"Input: true",3,0.076613495638594
"A-Pro","5",0.1,"Input: true",3,0.0254089595656842
"MulRF","0",0.5,"Input: true",3,0.137177101932466
"DupTree","0",0.5,"Input: true",3,0.0745073215803131
"A-Pro","0",0.5,"Input: true",3,0.0487012695521116
"MulRF","0.2",0.5,"Input: true",3,0.131652851197869
"DupTree","0.2",0.5,"Input: true",3,0.0870483403326944
"A-Pro","0.2",0.5,"Input: true",3,0.0324382004328072
"MulRF","1",0.5,"Input: true",3,0.136380930505693
"DupTree","1",0.5,"Input: true",3,0.0825460107182153
"A-Pro","1",0.5,"Input: true",3,0.0222764318156987
"MulRF","2",0.5,"Input: true",3,0.165206519607455
"DupTree","2",0.5,"Input: true",3,0.0555412840680219
"A-Pro","2",0.5,"Input: true",3,0.0280508173070848
"MulRF","5",0.5,"Input: true",3,0.124969023354352
"DupTree","5",0.5,"Input: true",3,0.0658516795490868
"A-Pro","5",0.5,"Input: true",3,0.0528510864730924
"MulRF","0",1,"Input: true",3,0.154321073256433
"DupTree","0",1,"Input: true",3,0.0846297781448811
"A-Pro","0",1,"Input: true",3,0.0593052616808563
"MulRF","0.2",1,"Input: true",3,0.179126261658967
"DupTree","0.2",1,"Input: true",3,0.0651066608494148
"A-Pro","0.2",1,"Input: true",3,0.0541277457401156
"MulRF","1",1,"Input: true",3,0.155008606538177
"DupTree","1",1,"Input: true",3,0.0646231592283584
"A-Pro","1",1,"Input: true",3,0.0273940182384104
"MulRF","2",1,"Input: true",3,0.103159935828298
"DupTree","2",1,"Input: true",3,0.0802234033937566
"A-Pro","2",1,"Input: true",3,0.0279839300829917
"MulRF","5",1,"Input: true",3,0.166340065877885
"DupTree","5",1,"Input: true",3,0.0970005882671103
"A-Pro","5",1,"Input: true",3,0.0204647591523826
"MulRF","0",0,"Input: Est. (100bp)",4,0.164075856953859
"DupTree","0",0,"Input: Est. (100bp)",4,0.058057088253554
"A-Pro","0",0,"Input: Est. (100bp)",4,0.051058506835252
"MulRF","0.2",0,"Input: Est. (100bp)",4,0.12214840579778
"DupTree","0.2",0,"Input: Est. (100bp)",4,0.0964776240405627
"A-Pro","0.2",0,"Input: Est. (100bp)",4,0.0319824941270053
"MulRF","1",0,"Input: Est. (100bp)",4,0.106517324801534
"DupTree","1",0,"Input: Est. (100bp)",4,0.0817988849594258
"A-Pro","1",0,"Input: Est. (100bp)",4,0.0461887548305094
"MulRF","2",0,"Input: Est. (100bp)",4,0.130813888367265
"DupTree","2",0,"Input: Est. (100bp)",4,0.0863415570114739
"A-Pro","2",0,"Input: Est. (100bp)",4,0.049329691408202
"MulRF","5",0,"Input: Est. (100bp)",4,0.145550613012165
"DupTree","5",0,"Input: Est. (100bp)",4,0.0948901548283175
"A-Pro","5",0,"Input: Est. (100bp)",4,0.0305406188964844
"MulRF","0",0.1,"Input: Est. (100bp)",4,0.146956692542881
"DupTree","0",0.1,"Input: Est. (100bp)",4,0.084382242069114
"A-Pro","0",0.1,"Input: Est. (100bp)",4,0.0439711572509259
"MulRF","0.2",0.1,"Input: Est. (100bp)",4,0.140787431951612
"DupTree","0.2",0.1,"Input: Est. (100bp)",4,0.0731986560975201
"A-Pro","0.2",0.1,"Input: Est. (100bp)",4,0.0229731757380068
"MulRF","1",0.1,"Input: Est. (100bp)",4,0.174348054602742
"DupTree","1",0.1,"Input: Est. (100bp)",4,0.0623069930588827
"A-Pro","1",0.1,"Input: Est. (100bp)",4,0.0377116585336626
"MulRF","2",0.1,"Input: Est. (100bp)",4,0.152020920030773
"DupTree","2",0.1,"Input: Est. (100bp)",4,0.062071771058254
"A-Pro","2",0.1,"Input: Est. (100bp)",4,0.0437325856555253
"MulRF","5",0.1,"Input: Est. (100bp)",4,0.164984386283904
"DupTree","5",0.1,"Input: Est. (100bp)",4,0.061974637536332
"A-Pro","5",0.1,"Input: Est. (100bp)",4,0.0595585306547582
"MulRF","0",0.5,"Input: Est. (100bp)",4,0.144265119004995
"DupTree","0",0.5,"Input: Est. (100bp)",4,0.0896474570850842
"A-Pro","0",0.5,"Input: Est. (100bp)",4,0.0536050399951637
"MulRF","0.2",0.5,"Input: Est. (100bp)",4,0.133877092078328
"DupTree","0.2",0.5,"Input: Est. (100bp)",4,0.0639149182592519
"A-Pro","0.2",0.5,"Input: Est. (100bp)",4,0.0474066284298897
"MulRF","1",0.5,"Input: Est. (100bp)",4,0.133064432647079
"DupTree","1",0.5,"Input: Est. (100bp)",4,0.0712539753061719
"A-Pro","1",0.5,"Input: Est. (100bp)",4,0.0230825095251203
"MulRF","2",0.5,"Input: Est. (100bp)",4,0.139205076247454
"DupTree","2",0.5,"Input: Est. (100bp)",4,0.0809285164112225
"A-Pro","2",0.5,"Input: Est. (100bp)",4,0.0575118490960449
"MulRF","5",0.5,"Input: Est. (100bp)",4,0.168327998202294
"DupTree","5",0.5,"Input: Est. (100bp)",4,0.0948993469704874
"A-Pro","5",0.5,"Input: Est. (100bp)",4,0.0519845577701926
"MulRF","0",1,"Input: Est. (100bp)",4,0.112107053715736
"DupTree","0",1,"Input: Est. (100bp)",4,0.0882812486146577
"A-Pro","0",1,"Input: Est. (100bp)",4,0.0364709977898747
"MulRF","0.2",1,"Input: Est. (100bp)",4,0.178190686143935
"DupTree","0.2",1,"Input: Est. (100bp)",4,0.0618039156543091
"A-Pro","0.2",1,"Input: Est. (100bp)",4,0.0227264953684062
"MulRF","1",1,"Input: Est. (100bp)",4,0.104862577989697
"DupTree","1",1,"Input: Est. (100bp)",4,0.078959981945809
"A-Pro","1",1,"Input: Est. (100bp)",4,0.0201867046672851
"MulRF","2",1,"Input: Est. (100bp)",4,0.107069064080715
"DupTree","2",1,"Input: Est. (100bp)",4,0.0706638043862768
"A-Pro","2",1,"Input: Est. (100bp)",4,0.0233117609005421
"MulRF","5",1,"Input: Est. (100bp)",4,0.126999599784613
"DupTree","5",1,"Input: Est. (100bp)",4,0.0555320898885839
"A-Pro","5",1,"Input: Est. (100bp)",4,0.023804061030969
"MulRF","0",0,"Input: Est. (500bp)",4,0.118978375792503
"DupTree","0",0,"Input: Est. (500bp)",4,0.0858167362050153
"A-Pro","0",0,"Input: Est. (500bp)",4,0.0434635741077363
"MulRF","0.2",0,"Input: Est. (500bp)",4,0.125479567050934
"DupTree","0.2",0,"Input: Est. (500bp)",4,0.0529539231560193
"A-Pro","0.2",0,"Input: Est. (500bp)",4,0.0575600529182702
"MulRF","1",0,"Input: Est. (500bp)",4,0.111702564638108
"DupTree","1",0,"Input: Est. (500bp)",4,0.0897238765726797
"A-Pro","1",0,"Input: Est. (500bp)",4,0.0575572438538074
"MulRF","2",0,"Input: Est. (500bp)",4,0.129933551028371
"DupTree","2",0,"Input: Est. (500bp)",4,0.0695075483527035
"A-Pro","2",0,"Input: Est. (500bp)",4,0.0248704311996698
"MulRF","5",0,"Input: Est. (500bp)",4,0.101759497225285
"DupTree","5",0,"Input: Est. (500bp)",4,0.0593854571110569
"A-Pro","5",0,"Input: Est. (500bp)",4,0.0534979481622577
"MulRF","0",0.1,"Input: Est. (500bp)",4,0.162545845210552
"DupTree","0",0.1,"Input: Est. (500bp)",4,0.0534361194469966
"A-Pro","0",0.1,"Input: Est. (500bp)",4,0.0533609303180128
"MulRF","0.2",0.1,"Input: Est. (500bp)",4,0.178336298409849
"DupTree","0.2",0.1,"Input: Est. (500bp)",4,0.0738943745847791
"A-Pro","0.2",0.1,"Input: Est. (500bp)",4,0.0434414378833026
"MulRF","1",0.1,"Input: Est. (500bp)",4,0.169240065123886
"DupTree","1",0.1,"Input: Est. (500bp)",4,0.0969672821927816
"A-Pro","1",0.1,"Input: Est. (500bp)",4,0.0460531067289412
"MulRF","2",0.1,"Input: Est. (500bp)",4,0.103368643894792
"DupTree","2",0.1,"Input: Est. (500bp)",4,0.0512147757457569
"A-Pro","2",0.1,"Input: Est. (500bp)",4,0.0267863974161446
"MulRF","5",0.1,"Input: Est. (500bp)",4,0.168037398457527
"DupTree","5",0.1,"Input: Est. (500bp)",4,0.0707249141065404
"A-Pro","5",0.1,"Input: Est. (500bp)",4,0.0236264193616807
"MulRF","0",0.5,"Input: Est. (500bp)",4,0.160730827152729
"DupTree","0",0.5,"Input: Est. (500bp)",4,0.0609109831508249
"A-Pro","0",0.5,"Input: Est. (500bp)",4,0.0542335089761764
"MulRF","0.2",0.5,"Input: Est. (500bp)",4,0.15837053315714
"DupTree","0.2",0.5,"Input: Est. (500bp)",4,0.0880181284039281
"A-Pro","0.2",0.5,"Input: Est. (500bp)",4,0.0407709440588951
"MulRF","1",0.5,"Input: Est. (500bp)",4,0.176316099818796
"DupTree","1",0.5,"Input: Est. (500bp)",4,0.0559503739816137
"A-Pro","1",0.5,"Input: Est. (500bp)",4,0.0387297560460865
"MulRF","2",0.5,"Input: Est. (500bp)",4,0.133422168139368
"DupTree","2",0.5,"Input: Est. (500bp)",4,0.0718591834884137
"A-Pro","2",0.5,"Input: Est. (500bp)",4,0.0291827263683081
"MulRF","5",0.5,"Input: Est. (500bp)",4,0.171072692032903
"DupTree","5",0.5,"Input: Est. (500bp)",4,0.0579306289204396
"A-Pro","5",0.5,"Input: Est. (500bp)",4,0.0289214758854359
"MulRF","0",1,"Input: Est. (500bp)",4,0.150059490967542
"DupTree","0",1,"Input: Est. (500bp)",4,0.0684779372415505
"A-Pro","0",1,"Input: Est. (500bp)",4,0.0279650412686169
"MulRF","0.2",1,"Input: Est. (500bp)",4,0.124041408896446
"DupTree","0.2",1,"Input: Est. (500bp)",4,0.0861240255297162
"A-Pro","0.2",1,"Input: Est. (500bp)",4,0.0394540143944323
"MulRF","1",1,"Input: Est. (500bp)",4,0.173364570643753
"DupTree","1",1,"Input: Est. (500bp)",4,0.0683186229434796
"A-Pro","1",1,"Input: Est. (500bp)",4,0.0430838461592793
"MulRF","2",1,"Input: Est. (500bp)",4,0.158929627686739
"DupTree","2",1,"Input: Est. (500bp)",4,0.092121865216177
"A-Pro","2",1,"Input: Est. (500bp)",4,0.0550629113148898
"MulRF","5",1,"Input: Est. (500bp)",4,0.104510578028858
"DupTree","5",1,"Input: Est. (500bp)",4,0.0793833314441145
"A-Pro","5",1,"Input: Est. (500bp)",4,0.0408678470272571
"MulRF","0",0,"Input: true",4,0.167644489835948
"DupTree","0",0,"Input: true",4,0.051556106004864
"A-Pro","0",0,"Input: true",4,0.0478256180044264
"MulRF","0.2",0,"Input: true",4,0.157014924399555
"DupTree","0.2",0,"Input: true",4,0.0866983561194502
"A-Pro","0.2",0,"Input: true",4,0.051570158880204
"MulRF","1",0,"Input: true",4,0.174851691778749
"DupTree","1",0,"Input: true",4,0.0955279052839614
"A-Pro","1",0,"Input: true",4,0.0477082298137248
"MulRF","2",0,"Input: true",4,0.113881419692188
"DupTree","2",0,"Input: true",4,0.0751950548030436
"A-Pro","2",0,"Input: true",4,0.0222712652385235
"MulRF","5",0,"Input: true",4,0.1069022314623
"DupTree","5",0,"Input: true",4,0.0698523305705749
"A-Pro","5",0,"Input: true",4,0.0426636521983892
"MulRF","0",0.1,"Input: true",4,0.146982249934226
"DupTree","0",0.1,"Input: true",4,0.0717710700817406
"A-Pro","0",0.1,"Input: true",4,0.0241708609648049
"MulRF","0.2",0.1,"Input: true",4,0.136753973737359
"DupTree","0.2",0.1,"Input: true",4,0.059815811435692
"A-Pro","0.2",0.1,"Input: true",4,0.0393497960921377
"MulRF","1",0.1,"Input: true",4,0.157180384844542
"DupTree","1",0.1,"Input: true",4,0.0923569989856333
"A-Pro","1",0.1,"Input: true",4,0.0357216224074364
"MulRF","2",0.1,"Input: true",4,0.17621156591922
"DupTree","2",0.1,"Input: true",4,0.0716508741257712
"A-Pro","2",0.1,"Input: true",4,0.0232489457260817
"MulRF","5",0.1,"Input: true",4,0.113655860424042
"DupTree","5",0.1,"Input: true",4,0.0770513942930847
"A-Pro","5",0.1,"Input: true",4,0.0391335088852793
"MulRF","0",0.5,"Input: true",4,0.103182450961322
"DupTree","0",0.5,"Input: true",4,0.0585129820741713
"A-Pro","0",0.5,"Input: true",4,0.040147325033322
"MulRF","0.2",0.5,"Input: true",4,0.111208283994347
"DupTree","0.2",0.5,"Input: true",4,0.0741535425768234
"A-Pro","0.2",0.5,"Input: true",4,0.0409009578917175
"MulRF","1",0.5,"Input: true",4,0.113202071376145
"DupTree","1",0.5,"Input: true",4,0.0986602950724773
"A-Pro","1",0.5,"Input: true",4,0.0480550917983055
"MulRF","2",0.5,"Input: true",4,0.128460925258696
"DupTree","2",0.5,"Input: true",4,0.0675567299476825
"A-Pro","2",0.5,"Input: true",4,0.0301185439061373
"MulRF","5",0.5,"Input: true",4,0.101851559374481
"DupTree","5",0.5,"Input: true",4,0.0600381902768277
"A-Pro","5",0.5,"Input: true",4,0.0229182277899235
"MulRF","0",1,"Input: true",4,0.150543109737337
"DupTree","0",1,"Input: true",4,0.093762132350821
"A-Pro","0",1,"Input: true",4,0.0399312806408852
"MulRF","0.2",1,"Input: true",4,0.114869841206819
"DupTree","0.2",1,"Input: true",4,0.0986857108422555
"A-Pro","0.2",1,"Input: true",4,0.0245218106918037
"MulRF","1",1,"Input: true",4,0.141667388100177
"DupTree","1",1,"Input: true",4,0.0599456153577194
"A-Pro","1",1,"Input: true",4,0.0389916076697409
"MulRF","2",1,"Input: true",4,0.138945829868317
"DupTree","2",1,"Input: true",4,0.0940089455223642
"A-Pro","2",1,"Input: true",4,0.0429408748541027
"MulRF","5",1,"Input: true",4,0.100294738207012
"DupTree","5",1,"Input: true",4,0.0778426210163161
"A-Pro","5",1,"Input: true",4,0.0252896074298769
"MulRF","0",0,"Input: Est. (100bp)",5,0.133493532668799
"DupTree","0",0,"Input: Est. (100bp)",5,0.0751490049529821
"A-Pro","0",0,"Input: Est. (100bp)",5,0.0338384346291423
"MulRF","0.2",0,"Input: Est. (100bp)",5,0.169759905897081
"DupTree","0.2",0,"Input: Est. (100bp)",5,0.0530432234052569
"A-Pro","0.2",0,"Input: Est. (100bp)",5,0.0277072279341519
"MulRF","1",0,"Input: Est. (100bp)",5,0.167779303845018
"DupTree","1",0,"Input: Est. (100bp)",5,0.0854764138697647
"A-Pro","1",0,"Input: Est. (100bp)",5,0.0316800050996244
"MulRF","2",0,"Input: Est. (100bp)",5,0.101828374676406
"DupTree","2",0,"Input: Est. (100bp)",5,0.0750120349344797
"A-Pro","2",0,"Input: Est. (100bp)",5,0.0213793098647147
"MulRF","5",0,"Input: Est. (100bp)",5,0.151787761244923
"DupTree","5",0,"Input: Est. (100bp)",5,0.0535224556690082
"A-Pro","5",0,"Input: Est. (100bp)",5,0.0497500955499709
"MulRF","0",0.1,"Input: Est. (100bp)",5,0.125265023130924
"DupTree","0",0.1,"Input: Est. (100bp)",5,0.0685091434977949
"A-Pro","0",0.1,"Input: Est. (100bp)",5,0.02377869582735
"MulRF","0.2",0.1,"Input: Est. (100bp)",5,0.125790844149888
"DupTree","0.2",0.1,"Input: Est. (100bp)",5,0.0509328940068372
"A-Pro","0.2",0.1,"Input: Est. (100bp)",5,0.02137292499654
"MulRF","1",0.1,"Input: Est. (100bp)",5,0.111868191342801
"DupTree","1",0.1,"Input: Est. (100bp)",5,0.0593462563701905
"A-Pro","1",0.1,"Input: Est. (100bp)",5,0.0576259096339345
"MulRF","2",0.1,"Input: Est. (100bp)",5,0.125706275478005
"DupTree","2",0.1,"Input: Est. (100bp)",5,0.0924590164446272
"A-Pro","2",0.1,"Input: Est. (100bp)",5,0.0341449431795627
"MulRF","5",0.1,"Input: Est. (100bp)",5,0.105514607746154
"DupTree","5",0.1,"Input: Est. (100bp)",5,0.093244168732781
"A-Pro","5",0.1,"Input: Est. (100bp)",5,0.027012515924871
"MulRF","0",0.5,"Input: Est. (100bp)",5,0.122221545390785
"DupTree","0",0.5,"Input: Est. (100bp)",5,0.0614058138569817
"A-Pro","0",0.5,"Input: Est. (100bp)",5,0.0513981562107801
"MulRF","0.2",0.5,"Input: Est. (100bp)",5,0.105730404481292
"DupTree","0.2",0.5,"Input: Est. (100bp)",5,0.0620265452656895
"A-Pro","0.2",0.5,"Input: Est. (100bp)",5,0.044276404986158
"MulRF","1",0.5,"Input: Est. (100bp)",5,0.13954338895157
"DupTree","1",0.5,"Input: Est. (100bp)",5,0.0878155485377647
"A-Pro","1",0.5,"Input: Est. (100bp)",5,0.0389133078884333
"MulRF","2",0.5,"Input: Est. (100bp)",5,0.116299505084753
"DupTree","2",0.5,"Input: Est. (100bp)",5,0.051371475646738
"A-Pro","2",0.5,"Input: Est. (100bp)",5,0.0517167955823243
"MulRF","5",0.5,"Input: Est. (100bp)",5,0.14603485358879
"DupTree","5",0.5,"Input: Est. (100bp)",5,0.0693138406728394
"A-Pro","5",0.5,"Input: Est. (100bp)",5,0.0445585769321769
"MulRF","0",1,"Input: Est. (100bp)",5,0.111532185208052
"DupTree","0",1,"Input: Est. (100bp)",5,0.0512314878636971
"A-Pro","0",1,"Input: Est. (100bp)",5,0.0239923052024096
"MulRF","0.2",1,"Input: Est. (100bp)",5,0.154640822596848
"DupTree","0.2",1,"Input: Est. (100bp)",5,0.0698277949821204
"A-Pro","0.2",1,"Input: Est. (100bp)",5,0.0460114963818341
"MulRF","1",1,"Input: Est. (100bp)",5,0.165049050599337
"DupTree","1",1,"Input: Est. (100bp)",5,0.0917527404497378
"A-Pro","1",1,"Input: Est. (100bp)",5,0.0389044120721519
"MulRF","2",1,"Input: Est. (100bp)",5,0.110245153568685
"DupTree","2",1,"Input: Est. (100bp)",5,0.0795813359436579
"A-Pro","2",1,"Input: Est. (100bp)",5,0.05443270387128
"MulRF","5",1,"Input: Est. (100bp)",5,0.132581543195993
"DupTree","5",1,"Input: Est. (100bp)",5,0.0605822416720912
"A-Pro","5",1,"Input: Est. (100bp)",5,0.0595688215270638
"MulRF","0",0,"Input: Est. (500bp)",5,0.120704096108675
"DupTree","0",0,"Input: Est. (500bp)",5,0.0529413501964882
"A-Pro","0",0,"Input: Est. (500bp)",5,0.0537890342157334
"MulRF","0.2",0,"Input: Est. (500bp)",5,0.152352061327547
"DupTree","0.2",0,"Input: Est. (500bp)",5,0.0893897489644587
"A-Pro","0.2",0,"Input: Est. (500bp)",5,0.0218865422531962
"MulRF","1",0,"Input: Est. (500bp)",5,0.116273368131369
"DupTree","1",0,"Input: Est. (500bp)",5,0.0665772005682811
"A-Pro","1",0,"Input: Est. (500bp)",5,0.0540468601230532
"MulRF","2",0,"Input: Est. (500bp)",5,0.173221810050309
"DupTree","2",0,"Input: Est. (500bp)",5,0.0974140872480348
"A-Pro","2",0,"Input: Est. (500bp)",5,0.0369292959664017
"MulRF","5",0,"Input: Est. (500bp)",5,0.117553803678602
"DupTree","5",0,"Input: Est. (500bp)",5,0.0931330369319767
"A-Pro","5",0,"Input: Est. (500bp)",5,0.041677202899009
"MulRF","0",0.1,"Input: Est. (500bp)",5,0.132610452622175
"DupTree","0",0.1,"Input: Est. (500bp)",5,0.0716705751256086
"A-Pro","0",0.1,"Input: Est. (500bp)",5,0.0536259191762656
"MulRF","0.2",0.1,"Input: Est. (500bp)",5,0.128917297646403
"DupTree","0.2",0.1,"Input: Est. (500bp)",5,0.0580543999793008
